acad_org,catalog_nbr,class_nbr,subject,subject_descr,descr,units,acad_career_descr,description
APMA,6548,15943,APMA,Applied Mathematics,Special Topics in Applied Mathematics,1 - 3,Graduate,Topics vary from year to year and are selected to fill special needs of graduate students.
MESA,1020,10012,ARAB,Arabic,Elementary Arabic,4,Undergraduate,"Introduction to the sound and writing systems of Arabic, including basic sentence structure and morphological patterns. A combination of the direct, audio-lingual, proficiency-based, and translation methods is used. The format consists of classroom discussions of a certain grammatical point followed by intensive practice. Prerequisite: ARAB 1010 or equivalent."
MESA,2020,10488,ARAB,Arabic,Intermediate Arabic,4,Undergraduate,"Continues training in modern standard Arabic, with emphasis on speaking, comprehension, writing, and reading. The method of teaching primarily follows the proficiency-based approach to language learning. Prerequisite: for ARAB 2010: ARAB 1020 or equivalent, or instructor permission; for ARAB 2020: ARAB 2010 or equivalent, or instructor permission."
MESA,3019,19628,ARAB,Arabic,Language House Conversation,1,Undergraduate,For students residing in the Arabic group in Shea House. Prerequisite: instructor permission.
MESA,3020,10016,ARAB,Arabic,Advanced Arabic II,3,Undergraduate,"The goal of this course is to increase the student's knowledge of the Arabic language and culture via a communicative-based approach, meaning that though the students will be expected to learn grammatical structures emphasis will be placed on the functional usage of the language and on communication in context. Prerequisites: ARAB 3010 or equivalent, or instructor permission."
MESA,3259,13896,ARAB,Arabic,Advanced Arabic for Business,3,Undergraduate,"The course aims to provide advanced training in developing linguistic and communicative skills in business Arabic. The business topics cover data & communication, finance, insurance, law & contract, research & production, marketing, transport, travel, meetings, and conferences. Instructor permission."
MESA,3672,11279,ARAB,Arabic,Review of Arabic Grammar,3,Undergraduate,"In this course students will develop a mastery of core items relevant to Modern Standard Arabic grammar, a mastery which will enable them to produce discreet, sophisticated sentences, as well as to compose paragraphs and essays, all while utilizing the grammar points covered in this class. Those interested in taking this course are required to have completed ARAB 2020 or equivalent, or to receive approval of instructor."
MESA,3810,13637,ARAB,Arabic,Modern Arabic Fiction,3,Undergraduate,"Students are introduced to twentieth-century Arabic fiction, and to the varied genres of prose including letters, memoirs, short stories, travelogues, and novels. Topics include autobiography, war and nation construction, fantasy, and political and sexual identity crises. Students become acquainted with different schools of modern Arabic literary criticism, and learn to analyze texts using critical analysis and specific theoretical terminology. Prerequisite: ARAB 3020 or equivalent, or instructor permission."
MESA,4020,12234,ARAB,Arabic,Advanced Arabic IV,3,Undergraduate,"The main goal at this stage is to reach a superior level of Modern Standard Arabic with due attention paid to all four language skills: speaking, listening, reading and writing in addition to culture. Acquisition of more advanced grammatical structures will take place primarily through directed in-class drilling, coupled with an emphasis on the functional use of language through communication in context."
MESA,4993,20858,ARAB,Arabic,Independent Study in Arabic,1 - 3,Undergraduate,Independent Study in Arabic
MESA,5420,18317,ARAB,Arabic,Advanced Arabic IV,3,Graduate,This course focuses on reading texts in Modern Standard Arabic of different genres.
MESA,5810,13638,ARAB,Arabic,Modern Arabic Fiction,3,Graduate,"Students are introduced to twentieth-century Arabic fiction, and to the varied genres of prose including letters, memoirs, short stories, travelogues, and novels. Topics include autobiography, war and nation construction, fantasy, and political and sexual identity crises. Students become acquainted with different schools of modern Arabic literary criticism, and learn to analyze texts using critical analysis and specific theoretical terminology. Prerequisite: ARAB 3020 or equivalent, or instructor permission."
MESA,6672,12375,ARAB,Arabic,Review of Arabic Grammar,3,Graduate,The course treats in depth aspects of Arabic Grammar. It enables leaners to produce orally and in writing samples of Modern Standard Arabic.
MESA,8993,21714,ARAB,Arabic,Independent Study in Arabic,1 - 3,Graduate,Independent Study in Arabic.
ART,3550,11320,ARAD,Arts Administration,Topics of Arts in Context,3,Undergraduate,"Topics course on The Arts in Context, where role of the arts in human society is examined in various contexts."
ART,4200,11344,ARAD,Arts Administration,Development and Board Management,3,Undergraduate,"This course explores techniques and rationales behind the giving and the raising of funds; and the closely related skills of leading and managing trustees, boards and volunteers. The course will examine these fields using both theory and practical applications. Both in-class discussions and distinguished guest speakers will be utilized."
